MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2017 The MathWorks, Inc.
                   R2017b (9.3.0.713579) 64-bit (glnxa64)
                             September 14, 2017
时间已过 124.797814 秒。
时间已过 124.584326 秒。
时间已过 129.146623 秒。
时间已过 112.414406 秒。
时间已过 124.373059 秒。
时间已过 128.534497 秒。
时间已过 118.175783 秒。
时间已过 129.197756 秒。
时间已过 118.690966 秒。
时间已过 124.899343 秒。
时间已过 127.862062 秒。
时间已过 128.907425 秒。
时间已过 124.802708 秒。
时间已过 124.550636 秒。
时间已过 117.390141 秒。
时间已过 125.529410 秒。
时间已过 120.292538 秒。
时间已过 125.843704 秒。
时间已过 117.538908 秒。
时间已过 128.837720 秒。
时间已过 118.313750 秒。
时间已过 124.643068 秒。
时间已过 131.946253 秒。
时间已过 124.970980 秒。
时间已过 132.349150 秒。
时间已过 116.516762 秒。
时间已过 121.725983 秒。
时间已过 124.111487 秒。
时间已过 124.558564 秒。
时间已过 124.143109 秒。
时间已过 110.896474 秒。
时间已过 110.531708 秒。
时间已过 115.813175 秒。
时间已过 118.647064 秒。
时间已过 117.024263 秒。
时间已过 107.328325 秒。
时间已过 107.678249 秒。
时间已过 109.894304 秒。
时间已过 96.805187 秒。
     7        1000         1669.79        6.85e+05        1e-09      0.0130597
时间已过 100.115558 秒。
时间已过 93.365951 秒。
时间已过 102.167660 秒。
时间已过 110.106907 秒。
时间已过 102.838760 秒。
时间已过 91.594476 秒。
时间已过 85.577675 秒。
时间已过 86.300510 秒。
时间已过 87.918447 秒。
时间已过 101.703778 秒。
时间已过 83.508203 秒。
时间已过 95.492724 秒。
时间已过 84.942902 秒。
时间已过 83.472296 秒。
时间已过 93.032014 秒。
时间已过 83.767623 秒。
时间已过 95.027594 秒。
时间已过 88.386836 秒。
时间已过 84.142272 秒。
时间已过 88.926320 秒。
时间已过 83.103749 秒。
时间已过 87.130250 秒。
时间已过 82.522755 秒。
时间已过 81.325793 秒。
时间已过 82.497793 秒。
时间已过 89.922641 秒。
时间已过 81.444071 秒。
时间已过 81.492742 秒。
时间已过 81.516555 秒。
时间已过 82.976612 秒。
时间已过 86.886427 秒。
时间已过 80.990399 秒。
时间已过 81.034084 秒。
时间已过 80.874226 秒。
时间已过 79.545734 秒。
时间已过 79.540359 秒。
时间已过 79.209511 秒。
时间已过 79.168554 秒。
时间已过 80.114448 秒。
时间已过 79.228739 秒。
时间已过 79.031406 秒。
时间已过 78.829634 秒。
时间已过 78.785259 秒。
时间已过 78.610213 秒。
时间已过 78.918068 秒。
时间已过 79.403721 秒。
时间已过 82.672027 秒。
时间已过 79.192941 秒。
时间已过 79.275649 秒。
时间已过 80.132535 秒。
时间已过 79.365235 秒。
时间已过 79.197586 秒。
时间已过 79.248338 秒。
时间已过 78.761369 秒。
时间已过 78.807112 秒。
时间已过 79.025555 秒。
时间已过 79.397715 秒。
时间已过 80.021563 秒。
时间已过 79.922592 秒。
时间已过 78.858933 秒。
时间已过 79.640041 秒。
时间已过 78.714177 秒。
时间已过 79.334306 秒。
时间已过 79.053270 秒。
时间已过 79.725403 秒。
时间已过 79.403434 秒。
时间已过 78.880105 秒。
时间已过 78.879125 秒。
时间已过 79.356535 秒。
时间已过 79.102539 秒。
时间已过 79.139515 秒。
时间已过 78.633109 秒。
时间已过 78.942016 秒。
时间已过 79.176623 秒。
时间已过 78.713770 秒。
时间已过 78.522234 秒。
时间已过 78.981698 秒。
时间已过 78.657408 秒。
时间已过 78.420268 秒。
时间已过 78.048312 秒。
时间已过 78.458101 秒。
时间已过 78.129291 秒。
时间已过 79.258534 秒。
时间已过 78.552334 秒。
时间已过 78.500539 秒。
时间已过 78.895670 秒。
时间已过 78.766995 秒。
时间已过 79.324840 秒。
时间已过 79.466377 秒。
时间已过 79.129786 秒。
时间已过 78.958053 秒。
时间已过 79.482386 秒。
时间已过 78.901470 秒。
时间已过 79.531353 秒。
时间已过 79.822162 秒。
时间已过 79.774863 秒。
时间已过 79.163883 秒。
时间已过 78.789734 秒。
时间已过 78.828571 秒。
时间已过 78.378877 秒。
时间已过 78.447484 秒。
时间已过 79.123442 秒。
时间已过 78.891832 秒。
时间已过 78.915495 秒。
时间已过 78.520728 秒。
时间已过 78.447585 秒。
时间已过 79.353904 秒。
时间已过 78.605211 秒。
时间已过 78.908645 秒。
时间已过 78.327855 秒。
时间已过 78.716762 秒。
时间已过 79.591534 秒。
时间已过 79.143505 秒。
时间已过 78.773544 秒。
时间已过 79.750352 秒。
时间已过 78.712470 秒。
时间已过 78.470755 秒。
时间已过 78.768995 秒。
时间已过 78.880780 秒。
时间已过 78.721021 秒。
时间已过 78.336443 秒。
时间已过 79.308980 秒。
时间已过 79.149580 秒。
时间已过 78.962603 秒。
时间已过 79.477407 秒。
     8        1125         1637.39        9.11e+04        1e-10      0.0427965
时间已过 79.853285 秒。
时间已过 79.364106 秒。
时间已过 78.717298 秒。
时间已过 78.714145 秒。
时间已过 79.830317 秒。
时间已过 78.841323 秒。
时间已过 78.826289 秒。
时间已过 79.186937 秒。
时间已过 78.993381 秒。
时间已过 79.233966 秒。
时间已过 79.226847 秒。
时间已过 79.405677 秒。
时间已过 79.178329 秒。
时间已过 78.981645 秒。
时间已过 78.576480 秒。
时间已过 79.300466 秒。
时间已过 78.703392 秒。
时间已过 79.118822 秒。
时间已过 80.741396 秒。
时间已过 78.332103 秒。
时间已过 79.500130 秒。
时间已过 79.174351 秒。
时间已过 78.860941 秒。
时间已过 78.867072 秒。
时间已过 78.476240 秒。
时间已过 79.190315 秒。
时间已过 79.349848 秒。
时间已过 78.797749 秒。
时间已过 79.172265 秒。
时间已过 78.910630 秒。
时间已过 78.943059 秒。
时间已过 79.008283 秒。
时间已过 78.703904 秒。
时间已过 79.273716 秒。
时间已过 79.147155 秒。
时间已过 79.204691 秒。
时间已过 79.555497 秒。
时间已过 79.238731 秒。
时间已过 78.894583 秒。
时间已过 79.624424 秒。
时间已过 80.070703 秒。
时间已过 78.987569 秒。
时间已过 79.634729 秒。
时间已过 79.211313 秒。
时间已过 79.619788 秒。
时间已过 78.848095 秒。
时间已过 79.375785 秒。
时间已过 78.803888 秒。
时间已过 79.354868 秒。
时间已过 78.586414 秒。
时间已过 78.850971 秒。
时间已过 79.091075 秒。
时间已过 78.727481 秒。
时间已过 79.029703 秒。
时间已过 78.423754 秒。
时间已过 79.084395 秒。
时间已过 78.226246 秒。
时间已过 79.081362 秒。
时间已过 78.511526 秒。
时间已过 81.131146 秒。
时间已过 79.172254 秒。
时间已过 78.422512 秒。
时间已过 79.124921 秒。
时间已过 78.367412 秒。
时间已过 78.721905 秒。
时间已过 79.152550 秒。
时间已过 79.208933 秒。
时间已过 79.300499 秒。
时间已过 79.514090 秒。
时间已过 79.139143 秒。
时间已过 78.846129 秒。
时间已过 79.065291 秒。
时间已过 79.463508 秒。
时间已过 79.458795 秒。
时间已过 78.883704 秒。
时间已过 78.755821 秒。
时间已过 78.444184 秒。
时间已过 79.147568 秒。
时间已过 79.044157 秒。
时间已过 78.665911 秒。
时间已过 78.823363 秒。
时间已过 79.585240 秒。
时间已过 79.335337 秒。
时间已过 79.228128 秒。
时间已过 79.005994 秒。
时间已过 79.325333 秒。
时间已过 78.743705 秒。
时间已过 78.839464 秒。
时间已过 78.691078 秒。
时间已过 79.481367 秒。
时间已过 78.595135 秒。
时间已过 79.207255 秒。
时间已过 79.042842 秒。
时间已过 79.564674 秒。
时间已过 79.785798 秒。
时间已过 78.517575 秒。
时间已过 78.762767 秒。
时间已过 79.733284 秒。
时间已过 80.716544 秒。
时间已过 78.328530 秒。
时间已过 78.896441 秒。
时间已过 78.958092 秒。
时间已过 79.420266 秒。
时间已过 85.024560 秒。
时间已过 79.748499 秒。
时间已过 79.502186 秒。
时间已过 79.301419 秒。
时间已过 78.696094 秒。
时间已过 78.302416 秒。
时间已过 79.041100 秒。
时间已过 79.285420 秒。
时间已过 78.944031 秒。
时间已过 78.847224 秒。
时间已过 78.937900 秒。
时间已过 79.454716 秒。
时间已过 78.779435 秒。
时间已过 79.240523 秒。
时间已过 79.029180 秒。
时间已过 78.766340 秒。
时间已过 78.518855 秒。
时间已过 78.824362 秒。
时间已过 78.858263 秒。
时间已过 79.624172 秒。
时间已过 78.506913 秒。
时间已过 79.115754 秒。
     9        1250         1590.59        2.26e+06        1e-11      0.0141178
时间已过 79.439666 秒。
时间已过 78.854716 秒。
时间已过 79.012816 秒。
时间已过 79.232444 秒。
时间已过 79.174565 秒。
时间已过 78.639529 秒。
时间已过 78.914257 秒。
时间已过 78.975227 秒。
时间已过 79.842211 秒。
时间已过 79.744746 秒。
时间已过 78.764473 秒。
时间已过 79.834666 秒。
时间已过 78.853701 秒。
时间已过 78.596897 秒。
时间已过 78.978752 秒。
时间已过 78.783415 秒。
时间已过 78.170368 秒。
时间已过 79.700111 秒。
时间已过 79.795941 秒。
时间已过 79.130334 秒。
时间已过 79.364484 秒。
时间已过 78.870574 秒。
时间已过 79.184871 秒。
时间已过 79.086334 秒。
时间已过 79.493456 秒。
时间已过 78.973637 秒。
时间已过 79.915838 秒。
时间已过 79.496505 秒。
时间已过 78.551149 秒。
时间已过 80.246430 秒。
时间已过 79.150125 秒。
时间已过 78.564208 秒。
时间已过 79.059442 秒。
时间已过 79.421729 秒。
时间已过 79.476959 秒。
时间已过 78.408525 秒。
时间已过 78.833681 秒。
时间已过 78.376095 秒。
时间已过 79.179249 秒。
时间已过 79.183157 秒。
时间已过 79.019809 秒。
时间已过 79.334171 秒。
时间已过 79.043631 秒。
时间已过 79.499541 秒。
时间已过 79.061250 秒。
时间已过 79.221480 秒。
时间已过 79.688943 秒。
时间已过 79.225836 秒。
时间已过 79.225519 秒。
时间已过 80.096253 秒。
时间已过 79.343745 秒。
时间已过 79.302461 秒。
时间已过 79.300293 秒。
时间已过 78.748250 秒。
时间已过 79.499814 秒。
时间已过 79.394909 秒。
时间已过 79.126094 秒。
时间已过 78.583410 秒。
时间已过 78.604649 秒。
时间已过 78.106901 秒。
时间已过 79.582648 秒。
时间已过 79.151009 秒。
时间已过 78.864301 秒。
时间已过 78.114592 秒。
时间已过 78.400677 秒。
时间已过 78.527019 秒。
时间已过 78.263471 秒。
时间已过 79.419448 秒。
时间已过 78.484058 秒。
时间已过 78.896358 秒。
时间已过 79.261300 秒。
时间已过 79.474171 秒。
时间已过 78.991701 秒。
时间已过 79.192232 秒。
时间已过 79.646171 秒。
时间已过 79.567269 秒。
时间已过 78.511511 秒。
时间已过 78.663161 秒。
时间已过 79.410150 秒。
时间已过 78.779177 秒。
时间已过 79.094558 秒。
时间已过 78.769771 秒。
时间已过 78.354101 秒。
时间已过 78.581392 秒。
时间已过 79.066370 秒。
时间已过 79.204779 秒。
时间已过 79.500413 秒。
时间已过 79.785528 秒。
时间已过 78.771625 秒。
时间已过 78.978312 秒。
时间已过 79.681394 秒。
时间已过 78.772849 秒。
时间已过 78.764448 秒。
时间已过 78.984697 秒。
时间已过 79.489725 秒。
时间已过 81.241219 秒。
时间已过 78.447646 秒。
时间已过 79.264910 秒。
时间已过 79.387605 秒。
时间已过 79.223496 秒。
时间已过 78.748938 秒。
时间已过 79.045095 秒。
时间已过 79.260593 秒。
时间已过 79.283938 秒。
时间已过 79.262538 秒。
时间已过 78.732713 秒。
时间已过 78.642085 秒。
时间已过 78.715120 秒。
时间已过 79.802947 秒。
时间已过 79.817055 秒。
时间已过 79.244515 秒。
时间已过 79.487104 秒。
时间已过 79.986750 秒。
时间已过 78.905281 秒。
时间已过 79.576491 秒。
时间已过 78.851515 秒。
时间已过 78.830941 秒。
时间已过 79.272052 秒。
时间已过 78.645880 秒。
时间已过 79.356660 秒。
时间已过 80.902527 秒。
时间已过 79.218936 秒。
时间已过 79.098380 秒。
时间已过 79.282192 秒。
时间已过 78.929710 秒。
    10        1375         1570.31        2.01e+06        1e-12      0.0137719
时间已过 79.433059 秒。
时间已过 80.106097 秒。
时间已过 79.068496 秒。
时间已过 79.593382 秒。
时间已过 78.704411 秒。
时间已过 79.272176 秒。
时间已过 79.678104 秒。
时间已过 78.982771 秒。
时间已过 79.349067 秒。
时间已过 79.495087 秒。
时间已过 79.067895 秒。
时间已过 78.692782 秒。
时间已过 78.611559 秒。
时间已过 79.147324 秒。
时间已过 78.951052 秒。
时间已过 79.698156 秒。
时间已过 78.595122 秒。
时间已过 79.354207 秒。
时间已过 79.030674 秒。
时间已过 79.090761 秒。
时间已过 79.879425 秒。
时间已过 79.118055 秒。
时间已过 79.119377 秒。
时间已过 78.805455 秒。
时间已过 79.042519 秒。
时间已过 78.822451 秒。
时间已过 78.512482 秒。
时间已过 79.705407 秒。
时间已过 78.464900 秒。
时间已过 79.776685 秒。
时间已过 79.252934 秒。
时间已过 78.634253 秒。
时间已过 85.574319 秒。
时间已过 78.491995 秒。
时间已过 78.717585 秒。
时间已过 79.223605 秒。
时间已过 79.237293 秒。
时间已过 78.807344 秒。
时间已过 78.662537 秒。
时间已过 79.070721 秒。
时间已过 79.035096 秒。
时间已过 78.701865 秒。
时间已过 79.105388 秒。
时间已过 79.206936 秒。
时间已过 79.236727 秒。
时间已过 78.762514 秒。
时间已过 78.584442 秒。
时间已过 84.656706 秒。
时间已过 79.022405 秒。
时间已过 78.731738 秒。
时间已过 79.526989 秒。
时间已过 79.398097 秒。
时间已过 79.365858 秒。
时间已过 79.333440 秒。
时间已过 78.954565 秒。
时间已过 78.797915 秒。
时间已过 78.794941 秒。
时间已过 79.068629 秒。
时间已过 79.064579 秒。
时间已过 78.675593 秒。
时间已过 79.207845 秒。
时间已过 79.377775 秒。
时间已过 79.551427 秒。
时间已过 79.921804 秒。
时间已过 79.592955 秒。
时间已过 79.531204 秒。
时间已过 79.445075 秒。
时间已过 79.243166 秒。
时间已过 78.774513 秒。
时间已过 78.530785 秒。
时间已过 79.369422 秒。
时间已过 79.116123 秒。
时间已过 79.117501 秒。
时间已过 79.010462 秒。
时间已过 79.152909 秒。
时间已过 79.688387 秒。
时间已过 79.197932 秒。
时间已过 79.315715 秒。
时间已过 79.252161 秒。
时间已过 79.152884 秒。
时间已过 79.235108 秒。
时间已过 79.514191 秒。
时间已过 79.192334 秒。
时间已过 79.960329 秒。
时间已过 79.652061 秒。
时间已过 79.112242 秒。
时间已过 79.305621 秒。
时间已过 79.290904 秒。
时间已过 80.398666 秒。
时间已过 79.170040 秒。
时间已过 78.978451 秒。
时间已过 78.736533 秒。
时间已过 80.337449 秒。
时间已过 80.245103 秒。
时间已过 78.348065 秒。
时间已过 79.133356 秒。
时间已过 79.277746 秒。
时间已过 78.578322 秒。
时间已过 78.304160 秒。
时间已过 79.595245 秒。
时间已过 79.631459 秒。
时间已过 79.182449 秒。
时间已过 79.372799 秒。
时间已过 79.094440 秒。
时间已过 80.093808 秒。
时间已过 78.965471 秒。
时间已过 79.642949 秒。
时间已过 79.219280 秒。
时间已过 79.832799 秒。
时间已过 78.825302 秒。
时间已过 79.244622 秒。
时间已过 79.648663 秒。
时间已过 79.029681 秒。
时间已过 79.644117 秒。
时间已过 78.956019 秒。
时间已过 78.756249 秒。
时间已过 78.867005 秒。
时间已过 80.413059 秒。
时间已过 79.936367 秒。
时间已过 79.308628 秒。
时间已过 78.560955 秒。
时间已过 79.152251 秒。
时间已过 78.904042 秒。
时间已过 79.328809 秒。
时间已过 79.275258 秒。
    11        1500         1549.12        1.29e+06        1e-13      0.0143516
时间已过 78.843507 秒。
时间已过 78.766545 秒。
时间已过 78.592574 秒。
时间已过 84.278524 秒。
时间已过 79.076288 秒。
时间已过 78.845298 秒。
时间已过 79.309667 秒。
时间已过 78.843175 秒。
时间已过 79.282738 秒。
时间已过 80.036335 秒。
时间已过 78.866088 秒。
时间已过 79.323665 秒。
时间已过 78.905438 秒。
时间已过 79.086830 秒。
时间已过 79.220719 秒。
时间已过 79.028268 秒。
时间已过 79.341597 秒。
时间已过 79.226740 秒。
时间已过 79.418431 秒。
时间已过 79.680450 秒。
时间已过 78.511386 秒。
时间已过 78.537843 秒。
时间已过 79.855049 秒。
时间已过 79.242290 秒。
时间已过 78.791926 秒。
时间已过 78.774946 秒。
时间已过 79.170087 秒。
时间已过 78.468193 秒。
时间已过 79.030118 秒。
时间已过 78.929618 秒。
时间已过 78.769806 秒。
时间已过 79.232196 秒。
时间已过 78.960815 秒。
时间已过 79.078887 秒。
时间已过 79.288452 秒。
时间已过 79.999429 秒。
时间已过 78.641775 秒。
时间已过 78.819629 秒。
时间已过 79.967173 秒。
时间已过 78.902055 秒。
时间已过 78.789288 秒。
时间已过 78.895107 秒。
时间已过 78.973554 秒。
时间已过 79.512367 秒。
时间已过 78.710197 秒。
时间已过 78.723457 秒。
时间已过 79.412761 秒。
时间已过 79.114161 秒。
时间已过 79.232255 秒。
时间已过 78.825592 秒。
时间已过 80.335899 秒。
时间已过 79.370345 秒。
时间已过 78.873094 秒。
时间已过 80.502694 秒。
时间已过 79.940889 秒。
时间已过 79.239586 秒。
时间已过 79.255441 秒。
时间已过 79.200498 秒。
时间已过 78.607033 秒。
时间已过 78.601878 秒。
时间已过 79.137565 秒。
时间已过 78.803301 秒。
时间已过 78.911031 秒。
时间已过 78.716096 秒。
时间已过 79.322923 秒。
时间已过 79.620742 秒。
时间已过 79.407691 秒。
时间已过 78.614664 秒。
时间已过 79.230884 秒。
时间已过 78.814132 秒。
时间已过 78.988394 秒。
时间已过 79.285592 秒。
时间已过 78.935603 秒。
时间已过 78.967798 秒。
时间已过 79.279697 秒。
时间已过 79.107006 秒。
时间已过 79.699676 秒。
时间已过 78.951109 秒。
时间已过 79.945886 秒。
时间已过 80.422204 秒。
时间已过 78.490390 秒。
时间已过 79.127762 秒。
时间已过 78.590290 秒。
时间已过 79.486693 秒。
时间已过 79.248709 秒。
时间已过 78.977866 秒。
时间已过 78.951905 秒。
时间已过 79.397382 秒。
时间已过 79.312321 秒。
时间已过 79.721011 秒。
时间已过 78.742442 秒。
时间已过 78.559439 秒。
时间已过 79.219833 秒。
时间已过 79.019533 秒。
时间已过 79.242566 秒。
时间已过 79.255334 秒。
时间已过 80.151793 秒。
时间已过 78.428317 秒。
时间已过 78.748343 秒。
时间已过 78.548050 秒。
时间已过 79.142663 秒。
时间已过 79.102486 秒。
时间已过 78.474570 秒。
时间已过 84.523619 秒。
时间已过 79.836349 秒。
时间已过 79.293041 秒。
时间已过 79.197277 秒。
时间已过 78.898681 秒。
时间已过 78.414835 秒。
时间已过 79.023744 秒。
时间已过 79.217355 秒。
时间已过 78.726092 秒。
时间已过 79.214921 秒。
时间已过 78.738407 秒。
时间已过 78.724767 秒。
时间已过 78.502001 秒。
时间已过 78.646467 秒。
时间已过 78.811813 秒。
时间已过 79.176240 秒。
时间已过 81.402765 秒。
时间已过 80.113537 秒。
时间已过 78.310248 秒。
时间已过 78.782199 秒。
时间已过 79.189973 秒。
时间已过 79.225160 秒。
    12        1625         1527.26        2.12e+05        1e-14      0.0183653
时间已过 79.471884 秒。
时间已过 80.132658 秒。
时间已过 78.686605 秒。
时间已过 78.547743 秒。
时间已过 79.734968 秒。
时间已过 78.802287 秒。
时间已过 79.558206 秒。
时间已过 78.865975 秒。
时间已过 78.635881 秒。
时间已过 78.485908 秒。
时间已过 78.901640 秒。
时间已过 79.089948 秒。
时间已过 79.178057 秒。
时间已过 79.189841 秒。
时间已过 79.397461 秒。
时间已过 78.655443 秒。
时间已过 78.377683 秒。
时间已过 79.044266 秒。
时间已过 78.754063 秒。
时间已过 79.316766 秒。
时间已过 78.689710 秒。
时间已过 80.218510 秒。
时间已过 79.260546 秒。
时间已过 79.228901 秒。
时间已过 79.257747 秒。
时间已过 79.074363 秒。
时间已过 79.264478 秒。
时间已过 79.501566 秒。
时间已过 79.030612 秒。
时间已过 79.943139 秒。
时间已过 78.602685 秒。
时间已过 78.558239 秒。
时间已过 78.776251 秒。
时间已过 78.965082 秒。
时间已过 79.007618 秒。
时间已过 78.598093 秒。
时间已过 79.221863 秒。
时间已过 79.715275 秒。
时间已过 78.626612 秒。
时间已过 78.832390 秒。
时间已过 79.240240 秒。
时间已过 78.816954 秒。
时间已过 79.041890 秒。
时间已过 78.523707 秒。
时间已过 79.623745 秒。
时间已过 78.790933 秒。
时间已过 78.488212 秒。
时间已过 78.815676 秒。
时间已过 79.026259 秒。
时间已过 79.732133 秒。
时间已过 78.901159 秒。
时间已过 78.789120 秒。
时间已过 79.289171 秒。
时间已过 78.942811 秒。
时间已过 79.153845 秒。
时间已过 78.618751 秒。
时间已过 79.095135 秒。
时间已过 78.255947 秒。
时间已过 78.914482 秒。
时间已过 78.650827 秒。
时间已过 78.730075 秒。
时间已过 79.233536 秒。
时间已过 79.644928 秒。
时间已过 79.359666 秒。
时间已过 79.138915 秒。
时间已过 79.581806 秒。
时间已过 78.413698 秒。
时间已过 78.366305 秒。
时间已过 78.922606 秒。
时间已过 79.269258 秒。
时间已过 80.382003 秒。
时间已过 78.856890 秒。
时间已过 78.657311 秒。
时间已过 79.658982 秒。
时间已过 79.249072 秒。
时间已过 79.544662 秒。
时间已过 78.784732 秒。
时间已过 79.357108 秒。
时间已过 79.114910 秒。
时间已过 79.154285 秒。
时间已过 79.035541 秒。
时间已过 79.037876 秒。
时间已过 79.264452 秒。
时间已过 78.927749 秒。
时间已过 79.974755 秒。
时间已过 78.976728 秒。
时间已过 78.961032 秒。
时间已过 78.327084 秒。
时间已过 78.414216 秒。
时间已过 78.949313 秒。
时间已过 79.028470 秒。
时间已过 78.894947 秒。
时间已过 79.322689 秒。
时间已过 80.795687 秒。
时间已过 79.390817 秒。
时间已过 78.740503 秒。
时间已过 79.177537 秒。
时间已过 78.459952 秒。
时间已过 79.156670 秒。
时间已过 78.671680 秒。
时间已过 79.365049 秒。
时间已过 78.970333 秒。
时间已过 79.080964 秒。
时间已过 78.634608 秒。
时间已过 79.349360 秒。
时间已过 78.963139 秒。
时间已过 78.623959 秒。
时间已过 78.887247 秒。
时间已过 79.031146 秒。
时间已过 79.430704 秒。
时间已过 79.229508 秒。
时间已过 78.765818 秒。
时间已过 79.590502 秒。
时间已过 78.501465 秒。
时间已过 78.402801 秒。
时间已过 79.297118 秒。
时间已过 78.699431 秒。
时间已过 79.341719 秒。
时间已过 80.332041 秒。
时间已过 79.631567 秒。
时间已过 79.178920 秒。
时间已过 79.271526 秒。
时间已过 79.275582 秒。
时间已过 80.214089 秒。
时间已过 79.453298 秒。
    13        1750          1506.1        9.55e+04        1e-15        0.01348
时间已过 78.926196 秒。
时间已过 78.863853 秒。
时间已过 79.178827 秒。
时间已过 79.049290 秒。
时间已过 79.146291 秒。
时间已过 79.481453 秒。
时间已过 78.804044 秒。
时间已过 80.036797 秒。
时间已过 79.099688 秒。
时间已过 79.275381 秒。
时间已过 78.539940 秒。
时间已过 78.447186 秒。
时间已过 78.683451 秒。
时间已过 78.290975 秒。
时间已过 78.813191 秒。
时间已过 79.179225 秒。
时间已过 79.328734 秒。
时间已过 79.089227 秒。
时间已过 79.123726 秒。
时间已过 79.865088 秒。
时间已过 78.572174 秒。
时间已过 79.649077 秒。
时间已过 78.891938 秒。
时间已过 80.366902 秒。
时间已过 78.524493 秒。
时间已过 79.690304 秒。
时间已过 78.486249 秒。
时间已过 78.771730 秒。
时间已过 79.265991 秒。
时间已过 78.890473 秒。
时间已过 79.421304 秒。
时间已过 79.270285 秒。
时间已过 78.655899 秒。
时间已过 79.036670 秒。
时间已过 79.556093 秒。
时间已过 79.593038 秒。
时间已过 78.894754 秒。
时间已过 79.478330 秒。
时间已过 79.233655 秒。
时间已过 78.610317 秒。
时间已过 79.125198 秒。
时间已过 78.618509 秒。
时间已过 78.649975 秒。
时间已过 79.820041 秒。
时间已过 78.714295 秒。
时间已过 78.923740 秒。
时间已过 78.709690 秒。
时间已过 80.127277 秒。
时间已过 79.348210 秒。
时间已过 79.013979 秒。
时间已过 79.197088 秒。
时间已过 79.328834 秒。
时间已过 79.612427 秒。
时间已过 79.207099 秒。
时间已过 78.449650 秒。
时间已过 79.326784 秒。
时间已过 78.875246 秒。
时间已过 78.655432 秒。
时间已过 78.749637 秒。
时间已过 78.734147 秒。
时间已过 78.780657 秒。
时间已过 78.676810 秒。
时间已过 80.465744 秒。
时间已过 79.213629 秒。
时间已过 78.241009 秒。
时间已过 78.982227 秒。
时间已过 78.976507 秒。
时间已过 78.513149 秒。
时间已过 79.229446 秒。
时间已过 79.292100 秒。
时间已过 79.122178 秒。
时间已过 79.669079 秒。
时间已过 79.648683 秒。
时间已过 79.246537 秒。
时间已过 79.042713 秒。
时间已过 79.742875 秒。
时间已过 79.098106 秒。
时间已过 78.868291 秒。
时间已过 79.424394 秒。
时间已过 79.014769 秒。
时间已过 78.601592 秒。
时间已过 79.407505 秒。
时间已过 79.288660 秒。
时间已过 79.819730 秒。
时间已过 79.537392 秒。
时间已过 78.753909 秒。
时间已过 78.609863 秒。
时间已过 79.780056 秒。
时间已过 78.917808 秒。
时间已过 79.349479 秒。
时间已过 79.190045 秒。
时间已过 79.176659 秒。
时间已过 81.190479 秒。
时间已过 78.781601 秒。
时间已过 78.774829 秒。
时间已过 78.654890 秒。
时间已过 79.599554 秒。
时间已过 78.881218 秒。
时间已过 79.929756 秒。
时间已过 78.949214 秒。
时间已过 78.758944 秒。
时间已过 78.692382 秒。
时间已过 79.617289 秒。
时间已过 78.493694 秒。
时间已过 79.272903 秒。
时间已过 78.973066 秒。
时间已过 79.333108 秒。
时间已过 78.408130 秒。
时间已过 79.842692 秒。
时间已过 78.708031 秒。
时间已过 80.088424 秒。
时间已过 78.794530 秒。
时间已过 79.049749 秒。
时间已过 79.073264 秒。
时间已过 79.344686 秒。
时间已过 79.620564 秒。
时间已过 80.741933 秒。
时间已过 79.043631 秒。
时间已过 79.479500 秒。
时间已过 79.030481 秒。
时间已过 78.840138 秒。
时间已过 79.151908 秒。
时间已过 81.419642 秒。
时间已过 79.174591 秒。
时间已过 79.993262 秒。
时间已过 80.252325 秒。
时间已过 79.690869 秒。
时间已过 79.181899 秒。
时间已过 79.872607 秒。
时间已过 79.111516 秒。
时间已过 79.680227 秒。
时间已过 78.501700 秒。
时间已过 78.766288 秒。
时间已过 78.578758 秒。
时间已过 78.626382 秒。
时间已过 78.998688 秒。
时间已过 79.214083 秒。
时间已过 79.415978 秒。
时间已过 80.774951 秒。
时间已过 79.238918 秒。
时间已过 79.414973 秒。
时间已过 79.889918 秒。
时间已过 78.730979 秒。
时间已过 79.216869 秒。
时间已过 80.003858 秒。
    14        1895         1505.78        9.58e+05       100000     0.00535419
时间已过 79.276623 秒。
时间已过 78.987997 秒。
时间已过 78.813320 秒。
时间已过 78.836306 秒。
时间已过 78.946128 秒。
时间已过 78.984756 秒。
时间已过 79.389302 秒。
时间已过 78.702660 秒。
时间已过 79.400922 秒。
时间已过 78.906394 秒。
时间已过 79.882210 秒。
时间已过 80.106533 秒。
时间已过 78.740952 秒。
时间已过 79.521041 秒。
时间已过 79.107826 秒。
时间已过 79.069002 秒。
时间已过 79.537363 秒。
时间已过 78.713058 秒。
时间已过 79.360487 秒。
时间已过 78.651247 秒。
时间已过 78.759637 秒。
时间已过 79.722809 秒。
时间已过 81.480033 秒。
时间已过 78.546116 秒。
时间已过 79.031774 秒。
时间已过 78.683363 秒。
时间已过 78.572408 秒。
时间已过 79.029134 秒。
时间已过 79.112203 秒。
时间已过 80.225088 秒。
时间已过 80.510718 秒。
时间已过 78.666915 秒。
时间已过 79.194960 秒。
时间已过 78.840758 秒。
时间已过 79.327415 秒。
时间已过 79.238634 秒。
时间已过 79.059622 秒。
时间已过 78.747054 秒。
时间已过 78.769839 秒。
时间已过 78.966747 秒。
时间已过 78.732475 秒。
时间已过 79.278129 秒。
